,element_type,osmid,highway,geometry,addr:city,building,addr:country,addr:district,addr:district:en,addr:housenumber,addr:postcode,addr:province,addr:province:en,addr:street,addr:street:en,addr:subdistrict,addr:subdistrict:en,addr:housename,construction,nodes,name,name:ar,name:en,oneway,alt_name,alt_name:en,junction,country,diplomatic,embassy,name:fr,office,target,building:levels,height,foot,access,amenity,healthcare,source,religion,note,building_1,layer,tunnel,bridge,lanes,maxspeed,note:en,brand,brand:wikidata,brand:wikipedia,shop,phone,website,contact:facebook,contact:instagram,contact:whatsapp,email,healthcare:speciality,brand:ar,brand:en,cuisine,opening_hours,takeaway
48,way,38484819,,"POLYGON ((31.1948305 30.0549687, 31.1949806 30.0549327, 31.1949225 30.0547189, 31.1947718 30.0547491, 31.1948305 30.0549687))",,yes,EG,العجوزه,Al Agouza,8,12657,الجيزه,Giza,شارع النقيب فوزي الرماح,Al Nakib Fawzi Al Remah Street,ميت عقبه,Mit Okba,,,"[6790807985, 455020646, 455020648, 455020649, 6790807985]",,,,,,,,,,,,,,12,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,way,46676461,residential,"LINESTRING (31.1981499 30.0546882, 31.1977488 30.0549416, 31.1967276 30.0556547, 31.1966472 30.0557103, 31.196348 30.0559048, 31.1962912 30.0559499, 31.1962496 30.0560062, 31.1962262 30.0560698, 31.196222 30.0561367)",,,,,,,,,,,,,,,,"[321228589, 6465248127, 614403582, 6780996259, 6464835852, 6465248120, 6780996268, 6465248121, 6465248122]",شارع القدس الشريف,شارع القدس الشريف,Al Qods Al Sherif Street,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,way,47005292,tertiary,"LINESTRING (31.2009454 30.0585729, 31.2009089 30.0585464, 31.2008663 30.0585136, 31.200817 30.0584886, 31.2007624 30.0584684, 31.2006582 30.0584505, 31.200235 30.0584043, 31.1996805 30.0583443, 31.1991015 30.0582754, 31.1986442 30.0582225, 31.1984997 30.0582091, 31.1983847 30.0581912, 31.1982726 30.0581681, 31.1981618 30.0581347, 31.198024 30.0580784, 31.1979718 30.058057, 31.1978399 30.0579831, 31.1977246 30.057908, 31.1976149 30.0578185, 31.197553 30.0577639, 31.1975301 30.0577407, 31.1974471 30.0576494, 31.1972911 30.0574647, 31.1971509 30.0572968, 31.1966925 30.0567988, 31.1966117 30.0567065, 31.1961648 30.0561972, 31.1960753 30.0560949, 31.1958847 30.0558943, 31.195713 30.0556543, 31.1955639 30.0554033, 31.1954385 30.0551428, 31.1953462 30.0549041, 31.1952772 30.0546795, 31.19523 30.0544819, 31.1951961 30.0542823, 31.1951754 30.0540813, 31.195168 30.0538796, 31.1951741 30.0536778, 31.1951935 30.0534372, 31.1952792 30.0528306, 31.1953046 30.0526566, 31.1953314 30.0524714, 31.1954214 30.051666, 31.1954488 30.0515367, 31.1955427 30.051286, 31.1956456 30.0510301, 31.1957727 30.0507826, 31.1958012 30.0507245, 31.1958637 30.0506426, 31.1958893 30.050609, 31.1962272 30.0501662, 31.1963707 30.0500057, 31.1965293 30.0498638, 31.1968253 30.0496354, 31.1972961 30.0493185, 31.1974728 30.0491872, 31.1975042 30.0491485, 31.1975328 30.0490985, 31.1975659 30.049006, 31.1975775 30.0489393)",,,,,,,,,,,,,,,,"[7045566886, 6780959768, 6780959767, 6780959766, 6457664283, 6781078565, 2760456003, 355586361, 6462641670, 355602964, 6782277889, 2760455999, 6461793839, 6780535191, 6805948325, 321216220, 355602406, 6782277890, 2760431490, 6805948324, 6782277891, 321216221, 6461793820, 360668773, 2092340786, 321216333, 6805973686, 321228588, 6781078556, 321216223, 6461793823, 6461793846, 321216224, 6461793824, 6781078555, 6461793847, 6461793825, 321216225, 6781078557, 321216226, 9489661305, 3816918256, 321216227, 512222309, 321216228, 6461793827, 6461793828, 321216229, 6470534882, 6805139387, 6805139385, 321216230, 6461793829, 3818972003, 321216231, 361028557, 6322032870, 6780996361, 6780996359, 6780996360, 6464629855]",شارع شهاب,شارع شهاب,Shehab Street,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,way,48370423,residential,"LINESTRING (31.1944026 30.0564338, 31.1938013 30.055274, 31.193604 30.0549136, 31.1934511 30.0547384, 31.1932942 30.0546304, 31.1930729 30.0545399, 31.1929303 30.054513, 31.1928512 30.0544979)",,,,,,,,,,,,,,,,"[6805946070, 6805946068, 614402516, 6470524157, 614402518, 6805946071, 6805946065, 6805946069]",شارع مدحت عبد الحميد,شارع مدحت عبد الحميد,Medhat Abd Al Hamid Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,way,48370588,residential,"LINESTRING (31.1960538 30.0535683, 31.1960298 30.053801, 31.1960286 30.0540347, 31.1960502 30.0542676, 31.1960896 30.0544777, 31.1961383 30.0546555, 31.1962408 30.0549254, 31.196359 30.0551579, 31.1964647 30.0553271, 31.1965837 30.0554895, 31.1967276 30.0556547)",,,,,,,,,,,,,,,,"[614403718, 614403717, 614403716, 614403715, 6780996260, 614403714, 614403713, 614403712, 6464835851, 614403711, 614403582]",شارع نابلس,شارع نابلس,Nables Street,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,way,48370631,residential,"LINESTRING (31.2028912 30.0548347, 31.2028078 30.0548899, 31.2026334 30.054957, 31.2024211 30.0550291, 31.2022284 30.0550834, 31.2020042 30.055117, 31.2017804 30.0551523, 31.2015292 30.0551706)",,,,,,,,,,,,,,,,"[614403856, 6455794328, 6780996185, 614404080, 614404083, 614404085, 614404095, 3812606399]",شارع البطل محمد خيري,شارع البطل محمد خيري,Al Batal Mohamed Khairy Street,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,way,48370644,path,"LINESTRING (31.2007409 30.0551214, 31.200491 30.0550089, 31.2002637 30.0548713, 31.2000581 30.0547102, 31.1998774 30.0545281, 31.1997245 30.0543278, 31.1996018 30.0541125, 31.1995111 30.0538856, 31.1994542 30.05365)",,,,,,,,,,,,,,,,"[614404127, 6455430268, 614404178, 6780996250, 614404183, 6780996249, 6769505154, 614404190, 614404197]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,way,48370667,path,"LINESTRING (31.2008299 30.0545982, 31.2006782 30.0545184, 31.2005468 30.0544265, 31.2004322 30.0543272, 31.2003256 30.0542169, 31.2002394 30.054101, 31.2001724 30.053976, 31.2001259 30.0538441, 31.2001016 30.0537017)",,,,,,,,,,,,,,,,"[614404205, 6455430263, 614404316, 6455430264, 6780996246, 614404318, 6780996247, 614404320, 614404321]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,way,53837799,primary_link,"LINESTRING (31.2005169 30.0522855, 31.2005163 30.0521479, 31.2005215 30.0520882, 31.2005368 30.0520417, 31.2005785 30.0520091, 31.2006236 30.0519993, 31.2006727 30.0520144, 31.200721 30.0520484, 31.2007614 30.0520875, 31.2008299 30.0521434, 31.2009016 30.0521985, 31.2009948 30.0522566)",,,,,,,,,,,,,,,,"[679685988, 6456086721, 679685989, 679685990, 679685991, 679685992, 6780996356, 6780996353, 6456086722, 6780996355, 6780996354, 679685993]",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,way,53837801,primary_link,"LINESTRING (31.2022611 30.0531566, 31.2022449 30.0532576, 31.2022008 30.0533522, 31.2021316 30.0534346, 31.202046 30.0534973, 31.2019461 30.0535412, 31.2018371 30.0535639, 31.201725 30.0535641, 31.2016159 30.0535419, 31.2015157 30.0534985)",,,,,,,,,,,,,,,,"[271856706, 679686002, 679686003, 679686004, 679686005, 6455430279, 679686006, 6455430278, 6455430277, 679686007]",,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,way,53838060,primary_link,"LINESTRING (31.2048025 30.0564159, 31.2048177 30.0564863, 31.2047958 30.0565399, 31.2047425 30.0565825, 31.2046712 30.0565944, 31.2045984 30.0565852, 31.2045202 30.0565532, 31.2044148 30.0565008)",,,,,,,,,,,,,,,,"[679695313, 679695362, 679695365, 679695371, 6455328052, 6455328051, 679695376, 34812264]",,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,way,53842097,primary_link,"LINESTRING (31.2066777 30.058471, 31.2066956 30.0585597, 31.2067071 30.0586249, 31.2067001 30.0586741, 31.2066741 30.0587107, 31.2066267 30.058732, 31.2065743 30.0587371, 31.2065144 30.0587328, 31.2064498 30.0587186, 31.2063854 30.0586983)",,,,,,,,,,,,,,,,"[679755964, 6780996382, 5441735408, 679755965, 679755966, 679755967, 679755968, 5441735407, 6780996381, 679755969]",,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,way,53842098,primary_link,"LINESTRING (31.2066497 30.0589918, 31.2066453 30.0589391, 31.2066639 30.0588887, 31.2067027 30.0588479, 31.2067563 30.0588224, 31.2068171 30.0588219, 31.2068758 30.0588354, 31.2069282 30.0588621, 31.2071543 30.0589867)",,,,,,,,,,,,,,,,"[679755970, 5441735406, 679755971, 679755972, 6455328055, 679755973, 679755974, 6455328056, 679755975]",,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,way,54450924,service,"LINESTRING (31.2042441 30.0591474, 31.2045955 30.0585497, 31.2046549 30.0584714, 31.2047191 30.058396, 31.2047878 30.0583237, 31.2048609 30.0582546, 31.2049381 30.058189, 31.2050193 30.0581271, 31.2053263 30.0579093, 31.2055446 30.0577545)",,,,,,,,,,,,,,,,"[6456086726, 685992841, 8333089837, 8333089836, 685992842, 8333089835, 8333089834, 685992843, 8333089833, 685992840]",,,,,,,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,way,70483406,residential,"LINESTRING (31.1920303 30.0587061, 31.1918656 30.0593601)",,,,,,,,,,,,,,,,"[840829283, 1739430699]",شارع مهندس محسن مشهور,شارع مهندس محسن مشهور,Mouhandes Mohsen Mashhour Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,way,70483499,residential,"LINESTRING (31.1937895 30.0588079, 31.1938897 30.0589914, 31.1939822 30.0591736, 31.1940419 30.0593245, 31.1940842 30.0595098, 31.194111 30.0596954)",,,,,,,,,,,,,,,,"[2760455874, 6461793815, 6461793814, 2760455876, 2760455879, 2760455881]",شارع المناجم و المحاجر,شارع المناجم و المحاجر,Al Managem W Al Mahgr Street,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,way,70483544,residential,"LINESTRING (31.192749 30.0579802, 31.1925561 30.0588004)",,,,,,,,,,,,,,,,"[840835213, 840836155]",شارع التعمير,شارع التعمير,Al Taamir Street,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,way,81835380,,"POLYGON ((31.1946747 30.057233, 31.1948288 30.0573949, 31.1949882 30.0572813, 31.1948342 30.0571194, 31.1946747 30.057233))",Cairo,yes,EG,العجوزه,Al Agouza,37,12657,الجيزه,Giza,شارع القدس الشريف,Al Qods Al Sherif Street,ميت عقبه,Mit Okba,,,"[6790808062, 954308872, 954308866, 954308880, 6790808062]",Cairo British School,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,way,163202511,residential,"LINESTRING (31.1977839 30.0601835, 31.1977937 30.0599943, 31.1978028 30.0598167, 31.1978087 30.0597028, 31.1978272 30.0593524, 31.1978285 30.0592143, 31.1978277 30.0591342, 31.1978275 30.0591118, 31.1978178 30.0590053, 31.1977977 30.0589287, 31.1977762 30.0588684, 31.1977433 30.0588086, 31.1977241 30.0587703, 31.1977204 30.0587554, 31.1977092 30.0587105, 31.1977011 30.0586478, 31.1976906 30.0585446, 31.1976427 30.0581409)",,,,,,,,,,,,,,,,"[1749518424, 6780530644, 6780530642, 2760455944, 6769505153, 6780535444, 6805948223, 2760456016, 6465248179, 355584635, 6465248178, 2760455966, 6769505149, 6805948343, 6465248182, 6465248181, 6465248174, 6465248180]",شارع خطاب عثمان جوهر,شارع خطاب عثمان جوهر,Khatab Othman Gawhar Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,way,174546462,secondary,"LINESTRING (31.1929511 30.0593617, 31.1929997 30.0593599, 31.193048 30.0593647, 31.1930949 30.0593759, 31.1931391 30.0593934, 31.1931795 30.0594164, 31.1932153 30.0594446, 31.1932456 30.0594773, 31.1932857 30.0595366, 31.1933312 30.0595833, 31.1933734 30.0596016, 31.1934081 30.0596118, 31.1936452 30.0596512, 31.1937815 30.0596667, 31.194111 30.0596954, 31.1947915 30.0597451, 31.1949115 30.0597538, 31.1950711 30.0597654, 31.1956163 30.0598387, 31.1959952 30.0599153, 31.1961316 30.0599415, 31.196418 30.059998, 31.1966544 30.0600344, 31.1971231 30.0601147, 31.1973445 30.0601342, 31.1977839 30.0601835, 31.1980045 30.060196, 31.1980308 30.0601977, 31.1982338 30.0602108, 31.1984461 30.0602276, 31.1986268 30.0602366, 31.198724 30.0602419, 31.1988199 30.060245, 31.1989885 30.0602531, 31.1991468 30.0602597, 31.199391 30.0602687, 31.1994726 30.06027, 31.1995952 30.0602739, 31.2002411 30.060317, 31.2004637 30.0603368, 31.2006917 30.0603554, 31.2008479 30.0603646, 31.201009 30.0603734, 31.2012748 30.0603824, 31.2013977 30.0603865, 31.2015234 30.0603898, 31.2019005 30.0604016, 31.2020248 30.0604084, 31.2023347 30.0604512, 31.2030703 30.0605113, 31.2036918 30.0605491, 31.2040001 30.0605716, 31.2054379 30.0606582, 31.2064123 30.0607571)",,,,,,,,,,,,,,,,"[6461793812, 9855586215, 9855586214, 9855586213, 9855598217, 9855586212, 9855586211, 9855586216, 9855586210, 1852177166, 9855586209, 9855586208, 9855598244, 9855598269, 2760455881, 6464835820, 6805138245, 1852182667, 2760455893, 1852182446, 2760455900, 6465248124, 2760455930, 2760455913, 6805948361, 1749518424, 4325906299, 6780530646, 2760456025, 4325906302, 2760456034, 1852183469, 4325906308, 8387797916, 1852183479, 7935023675, 8254414710, 2760456023, 6469599679, 1852184747, 1852184743, 1852184721, 1852184750, 7925010755, 1852184724, 7925417392, 6469599678, 2092340789, 1852185136, 1749518465, 6908669933, 1852186953, 6908669932, 3817168338]",شارع 26 يوليو,شارع 26 يوليو,26th July Street,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,way,174546832,trunk_link,"LINESTRING (31.2040001 30.0605716, 31.2043047 30.0606509)",,,,,,,,,,,,,,,,"[1852186953, 1852186998]",,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,way,174547274,secondary_link,"LINESTRING (31.2064123 30.0607571, 31.206328 30.0610128)",,,,,,,,,,,,,,,,"[3817168338, 10285503245]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,way,199366035,primary_link,"LINESTRING (31.1940649 30.0445252, 31.1940198 30.0446982, 31.1939814 30.044778, 31.193927 30.0448319, 31.1936147 30.0450511)",,,,,,,,,,,,,,,,"[2093695836, 6464352581, 2093695840, 2093695845, 6462560236]",,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,way,269472090,,"POLYGON ((31.1927016 30.054985, 31.1926369 30.0552437, 31.1923288 30.0551957, 31.1923873 30.0549317, 31.1927016 30.054985))",القاهرة,yes,,,,,,,,شارع دمشق,,,,,,"[2746823908, 2746823909, 2746823910, 2746823911, 2746823908]",مستشفى دمشق التخصصي,مستشفى دمشق التخصصي,Damascus Specialist Hospital,,,,,,,,,,,,,,,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,
72,way,271087576,residential,"LINESTRING (31.1906748 30.0567357, 31.191491 30.0568862, 31.1930538 30.0571745, 31.1931625 30.057199, 31.1932733 30.0572449, 31.1933567 30.0572952, 31.1934361 30.057364, 31.1937471 30.057698, 31.1943201 30.0583102, 31.1943885 30.0583869, 31.1945337 30.0585428, 31.1946408 30.0586996, 31.1946835 30.0587774, 31.1947551 30.0589202, 31.194804 30.0590349, 31.1948589 30.0592108, 31.1948952 30.0593902, 31.1949075 30.0595168, 31.1949128 30.0595717, 31.1949115 30.0597538)",,,,,,,,,,,,,,,,"[6805138244, 6805138242, 6805138250, 6464835826, 6805138234, 321228713, 6805138248, 321228587, 6805138236, 6805138238, 2760455853, 6805138249, 6805138239, 6805948328, 6805138251, 6464835823, 2760431450, 6465050983, 6461793813, 6805138245]",شارع صدقي سليمان,شارع صدقي سليمان,Sedki Suliman Street,yes,شارع اسراء المهندسين,Esraa Al Mouhandesin Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,way,271087577,residential,"LINESTRING (31.2001063 30.0593514, 31.1997041 30.0593184, 31.1995736 30.0593087, 31.1995199 30.0593047, 31.1991944 30.0593199)",,,,,,,,,,,,,,,,"[2760456000, 2760431468, 8254414712, 2760431475, 2760455954]",شارع المؤسسه,شارع المؤسسه,Al Mou'asasa Street,,شارع احمد شبير,Ahmed Shobir Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,way,271087580,residential,"LINESTRING (31.1995199 30.0593047, 31.1996805 30.0583443)",,,,,,,,,,,,,,,,"[2760431475, 355586361]",امتداد شارع ابراهيم سليمان,امتداد شارع ابراهيم سليمان,Extension Ibrahim Suliman Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,way,271087581,residential,"LINESTRING (31.1996795 30.058247, 31.1997936 30.0573416)",,,,,,,,,,,,,,,,"[3818972000, 2760431483]",شارع ابراهيم سليمان,شارع ابراهيم سليمان,Ibrahim Suliman Street,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,way,271087582,residential,"LINESTRING (31.1947551 30.0589202, 31.1951986 30.0588231, 31.1952491 30.0588193, 31.1952808 30.0588255, 31.1952985 30.0588289, 31.195334 30.0588364, 31.1953705 30.0588362, 31.1958016 30.058846, 31.196322 30.058914, 31.1965077 30.0589382, 31.1965326 30.0589361, 31.196613 30.0589294, 31.1966792 30.0589037, 31.1967096 30.058892, 31.1967873 30.0588298, 31.1968778 30.05874, 31.196946 30.0586723, 31.1969971 30.0586209, 31.1973465 30.0582686, 31.1973873 30.0582392)",,,,,,,,,,,,,,,,"[6805948328, 6805948331, 2760431506, 6805948321, 6805948333, 6805948329, 4325906106, 6805948322, 2760455849, 2760455928, 6465248123, 6805948332, 2760455943, 6805948330, 2760455989, 2760431500, 6805948342, 2760431497, 6465248151, 6805948323]",شارع الغزل و النسيج,شارع الغزل و النسيج,Al Ghazl W Al Nasig Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,way,271088233,residential,"LINESTRING (31.1960762 30.0580509, 31.1962389 30.0582955, 31.1963167 30.0584597, 31.1963412 30.0585875, 31.1963479 30.058693, 31.196322 30.058914)",,,,,,,,,,,,,,,,"[2760455834, 2760455837, 2760455839, 6462336903, 2760455847, 2760455849]",شارع الحديد و الصلب,شارع الحديد و الصلب,Al Hadid W Al Solb Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,way,271088236,residential,"LINESTRING (31.1951517 30.0578516, 31.1956346 30.0583607, 31.1956774 30.0584575, 31.1958016 30.058846)",,,,,,,,,,,,,,,,"[2760455855, 5642429837, 6805948276, 6805948322]",شارع مهندس جلال,شارع مهندس جلال,Mouhandes Galal Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,way,271088237,residential,"LINESTRING (31.1969971 30.0586209, 31.1969729 30.0584644, 31.1969393 30.0583263, 31.1968146 30.0580141, 31.1966129 30.0576743)",,,,,,,,,,,,,,,,"[2760431497, 6465248185, 2760455866, 2760455869, 2760455872]",شارع المصانع,شارع المصانع,Al Masanei Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,way,271088239,residential,"LINESTRING (31.1952114 30.0586249, 31.1952808 30.0588255, 31.195453 30.0593231, 31.1956073 30.0598103, 31.1956163 30.0598387)",,,,,,,,,,,,,,,,"[2760455884, 6805948321, 6805948362, 7924855375, 2760455893]",شارع البرج,شارع البرج,Al Borg Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,way,271088241,residential,"LINESTRING (31.1962343 30.0593892, 31.195453 30.0593231)",,,,,,,,,,,,,,,,"[6465248184, 6805948362]",شارع البترول,شارع البترول,Al Petrol Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,way,271088242,residential,"LINESTRING (31.1968778 30.05874, 31.1969448 30.0590294, 31.1971193 30.0600912, 31.1971231 30.0601147)",,,,,,,,,,,,,,,,"[2760431500, 6805948345, 6475459950, 2760455913]",شارع مدرسه الازهار,شارع مدرسه الازهار,Madrasa Al Azhar Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,way,271088244,residential,"LINESTRING (31.1966544 30.0600344, 31.1966792 30.0589037)",,,,,,,,,,,,,,,,"[2760455930, 2760455943]",شارع سعيد الشاهد,شارع سعيد الشاهد,Saeid Al Shahed Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,way,271088245,residential,"LINESTRING (31.1978087 30.0597028, 31.1980449 30.0597139, 31.1982436 30.0597333, 31.1984418 30.0597536, 31.1986364 30.059769, 31.1988504 30.0597853, 31.1990395 30.0597946, 31.1990945 30.0598002, 31.1991696 30.0598079)",,,,,,,,,,,,,,,,"[2760455944, 6465248177, 4325906228, 4325906233, 2760456036, 2760456045, 6784589593, 8387797901, 2760455946]",شارع جزيره ميت عقبه,شارع جزيره ميت عقبه,Gezira Mit Akaba Street,,,,,,,,,,,,,,,,,maxar,,,,,,,,,,,,,,,,,,,,,,,,,
85,way,271088248,path,"LINESTRING (31.1963318 30.0578715, 31.1965544 30.0581377, 31.1966812 30.058456, 31.1966913 30.0584812, 31.1967164 30.0585798, 31.1967315 30.058639, 31.1967476 30.0587552, 31.1967873 30.0588298)",,,,,,,,,,,,,,,,"[2760455982, 2760455984, 10584988203, 2760455985, 10584988116, 2760455986, 2760455987, 2760455989]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,way,271088251,residential,"LINESTRING (31.2001063 30.0593514, 31.200235 30.0584043)",,,,,,,,,,,,,,,,"[2760456000, 2760456003]",شارع عبد المجيد سليمان,شارع عبد المجيد سليمان,Abd Al Mageid Suliman Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,way,271088254,path,"LINESTRING (31.1997041 30.0593184, 31.1996357 30.0596626, 31.1996103 30.0600224, 31.199608 30.0601266, 31.1995952 30.0602739)",,,,,,,,,,,,,,,,"[2760431468, 2760456017, 2760456021, 2760456022, 2760456023]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,way,271088255,residential,"LINESTRING (31.1982338 30.0602108, 31.1982436 30.0597333, 31.1982594 30.0591897, 31.1982745 30.0590882, 31.1982857 30.0588051)",,,,,,,,,,,,,,,,"[2760456025, 4325906228, 6462336896, 4325906118, 6465248168]",شارع الهرمى,شارع الهرمى,Al Harme Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,way,271088257,residential,"LINESTRING (31.1988199 30.060245, 31.1988504 30.0597853, 31.19886 30.0595484, 31.1988691 30.0593465, 31.1988786 30.0593274, 31.198899 30.0593179, 31.1990482 30.0593158, 31.1991944 30.0593199)",,,,,,,,,,,,,,,,"[4325906308, 2760456045, 6780530652, 4325906163, 6780530627, 6780530628, 2760431470, 2760455954]",حارة الزهوى,حارة الزهوى,Al Zahwy Alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,way,271088259,,"POLYGON ((31.1995269 30.0595706, 31.1995167 30.0597254, 31.1994476 30.0598591, 31.1993541 30.0599453, 31.1991935 30.059896, 31.1991976 30.0597483, 31.1992626 30.0596057, 31.1993683 30.0595248, 31.1995269 30.0595706))",,yes,EG,العجوزه,Al Agouza,7L,12655,الجيزه,Giza,امتداد شارع ابراهيم سليمان,Extension Ibrahim Suliman Street,المهندسين,Al Mohandessin,,,"[8387797919, 2760456053, 2760456054, 2760456055, 2760456057, 2760456058, 2760456059, 2760456060, 8387797919]",,,,,,,,,,,,,,,,,,place_of_worship,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,
